uid,method,role,type,gaia_type,dual_truth,truth_source,P_true,f_true,f_true_in_grid,f_rec,P_rec,class,recovered_pre,delta_f,dphi_cycles,frac_err,T_grid_days,df,pts_per_rayleigh,n_obs,band_used,g_med_mag,r_med_mag,n_epochs_joint,chen_period,gaia_period,gaia_period_source
chen_f486_ZTFJ180625.92+054646.1,ftp_mb,science,RRc,RRc,False,chen,0.3610577,2.769640420353866,True,2.7693257773902937,0.36109872235485474,miss,False,0.0003146429635720871,0.8660905197579352,0.00011360426474852156,2752.6136606563814,7.265329845975008e-05,4.9785823967906175,1447,g+r,15.478919,14.985723,1447,0.3610577,0.36112103514108074,gaia_dr3_p1_o
chen_f486_ZTFJ180706.39+024803.4,gls_1band,science,RRc,RRc,False,chen,0.3282091,3.046838128497961,True,3.046630984676296,0.32823141530094097,miss,False,0.000207143821664868,0.5650096956390366,6.798648727918682e-05,2727.620312775485,7.331915829606276e-05,5.000329384598863,178,r,15.2586546,15.013209849999999,254,0.3282091,0.3279780443092855,gaia_dr3_p1_o
chen_f486_ZTFJ180706.39+024803.4,ftp_1band,science,RRc,RRc,False,chen,0.3282091,3.046838128497961,True,2.0459711122516313,0.4887654542196739,miss,False,1.0008670162463296,2729.98520390048,0.32849366262189317,2727.620312775485,7.331915829606276e-05,5.000329384598863,178,r,15.2586546,15.013209849999999,254,0.3282091,0.3279780443092855,gaia_dr3_p1_o
chen_f486_ZTFJ180706.39+024803.4,mbls_h1,science,RRc,RRc,False,chen,0.3282091,3.046838128497961,True,3.0466774478094676,0.3282264096315777,exact,True,0.00016068068849328654,0.4371711218338421,5.273686415776193e-05,2720.7446391549893,7.350779182593354e-05,4.965647555190729,254,g+r,15.2586546,15.013209849999999,254,0.3282091,0.3279780443092855,gaia_dr3_p1_o
chen_f486_ZTFJ180706.39+024803.4,mhls_h8,science,RRc,RRc,False,chen,0.3282091,3.046838128497961,True,1.0155836518670978,0.9846554719166185,miss,False,2.0312544766308633,5526.524728052995,0.6666762036459867,2720.7446391549893,7.350779182593354e-05,4.965647555190729,254,g+r,15.2586546,15.013209849999999,254,0.3282091,0.3279780443092855,gaia_dr3_p1_o
chen_f486_ZTFJ180706.39+024803.4,ce,science,RRc,RRc,False,chen,0.3282091,3.046838128497961,True,3.0468244633931194,0.32821057202827575,exact,True,1.3665104841464881e-05,0.03717926074090647,4.485011761422831e-06,2720.7446391549893,7.350779182593354e-05,4.965647555190729,254,g+r,15.2586546,15.013209849999999,254,0.3282091,0.3279780443092855,gaia_dr3_p1_o
chen_f486_ZTFJ180706.39+024803.4,ftp_mb,science,RRc,RRc,False,chen,0.3282091,3.046838128497961,True,3.0466774478094676,0.3282264096315777,exact,True,0.00016068068849328654,0.4371711218338421,5.273686415776193e-05,2720.7446391549893,7.350779182593354e-05,4.965647555190729,254,g+r,15.2586546,15.013209849999999,254,0.3282091,0.3279780443092855,gaia_dr3_p1_o
chen_f486_ZTFJ180708.63+013433.4,gls_1band,science,RRab,RRab,False,chen,0.7950996,1.2577040662578625,True,1.2574648711943794,0.7952508439064137,miss,False,0.000239195063483022,0.6536366575676648,0.0001901838992973254,2732.651117668487,7.318501170960187e-05,5.000272413720416,903,r,14.8745384,14.2952099,1336,0.7950996,0.7952526150126012,gaia_dr3_pf
chen_f486_ZTFJ180708.63+013433.4,ftp_1band,science,RRab,RRab,False,chen,0.7950996,1.2577040662578625,True,1.2574648711943794,0.7952508439064137,miss,False,0.000239195063483022,0.6536366575676648,0.0001901838992973254,2732.651117668487,7.318501170960187e-05,5.000272413720416,903,r,14.8745384,14.2952099,1336,0.7950996,0.7952526150126012,gaia_dr3_pf
chen_f486_ZTFJ180708.63+013433.4,mbls_h1,science,RRab,RRab,False,chen,0.7950996,1.2577040662578625,True,1.2574648711943794,0.7952508439064137,miss,False,0.000239195063483022,0.6536366575676648,0.0001901838992973254,2732.651117668487,7.318501170960187e-05,4.974713955584907,1336,g+r,14.8745384,14.2952099,1336,0.7950996,0.7952526150126012,gaia_dr3_pf
chen_f486_ZTFJ180708.63+013433.4,mhls_h8,science,RRab,RRab,False,chen,0.7950996,1.2577040662578625,True,1.2574648711943794,0.7952508439064137,miss,False,0.000239195063483022,0.6536366575676648,0.0001901838992973254,2732.651117668487,7.318501170960187e-05,4.974713955584907,1336,g+r,14.8745384,14.2952099,1336,0.7950996,0.7952526150126012,gaia_dr3_pf
chen_f486_ZTFJ180708.63+013433.4,ce,science,RRab,RRab,False,chen,0.7950996,1.2577040662578625,True,1.2574648711943794,0.7952508439064137,miss,False,0.000239195063483022,0.6536366575676648,0.0001901838992973254,2732.651117668487,7.318501170960187e-05,4.974713955584907,1336,g+r,14.8745384,14.2952099,1336,0.7950996,0.7952526150126012,gaia_dr3_pf
chen_f486_ZTFJ180708.63+013433.4,ftp_mb,science,RRab,RRab,False,chen,0.7950996,1.2577040662578625,True,1.2574648711943794,0.7952508439064137,miss,False,0.000239195063483022,0.6536366575676648,0.0001901838992973254,2732.651117668487,7.318501170960187e-05,4.974713955584907,1336,g+r,14.8745384,14.2952099,1336,0.7950996,0.7952526150126012,gaia_dr3_pf
chen_f486_ZTFJ181020.06+060208.2,gls_1band,science,RRc,RRc,False,chen,0.3273953,3.0544115935689975,True,3.054417320546353,0.3273946861397207,exact,True,5.726977355458018e-06,0.015764157198659288,1.8749854693833844e-06,2752.613851988688,7.265329845975008e-05,5.000338129540359,676,r,14.9738431,14.76226805,908,0.3273953,0.3273965665719009,gaia_dr3_p1_o
chen_f486_ZTFJ181020.06+060208.2,ftp_1band,science,RRc,RRc,False,chen,0.3273953,3.0544115935689975,True,3.054417320546353,0.3273946861397207,exact,True,5.726977355458018e-06,0.015764157198659288,1.8749854693833844e-06,2752.613851988688,7.265329845975008e-05,5.000338129540359,676,r,14.9738431,14.76226805,908,0.3273953,0.3273965665719009,gaia_dr3_p1_o
chen_f486_ZTFJ181020.06+060208.2,mbls_h1,science,RRc,RRc,False,chen,0.3273953,3.0544115935689975,True,3.054417320546353,0.3273946861397207,exact,True,5.726977355458018e-06,0.015764157198659288,1.8749854693833844e-06,2752.613851988688,7.265329845975008e-05,4.978582050832994,908,g+r,14.9738431,14.76226805,908,0.3273953,0.3273965665719009,gaia_dr3_p1_o
chen_f486_ZTFJ181020.06+060208.2,mhls_h8,science,RRc,RRc,False,chen,0.3273953,3.0544115935689975,True,3.054417320546353,0.3273946861397207,exact,True,5.726977355458018e-06,0.015764157198659288,1.8749854693833844e-06,2752.613851988688,7.265329845975008e-05,4.978582050832994,908,g+r,14.9738431,14.76226805,908,0.3273953,0.3273965665719009,gaia_dr3_p1_o
chen_f486_ZTFJ181020.06+060208.2,ce,science,RRc,RRc,False,chen,0.3273953,3.0544115935689975,True,3.054417320546353,0.3273946861397207,exact,True,5.726977355458018e-06,0.015764157198659288,1.8749854693833844e-06,2752.613851988688,7.265329845975008e-05,4.978582050832994,908,g+r,14.9738431,14.76226805,908,0.3273953,0.3273965665719009,gaia_dr3_p1_o
chen_f486_ZTFJ181020.06+060208.2,ftp_mb,science,RRc,RRc,False,chen,0.3273953,3.0544115935689975,True,3.054417320546353,0.3273946861397207,exact,True,5.726977355458018e-06,0.015764157198659288,1.8749854693833844e-06,2752.613851988688,7.265329845975008e-05,4.978582050832994,908,g+r,14.9738431,14.76226805,908,0.3273953,0.3273965665719009,gaia_dr3_p1_o
chen_f486_ZTFJ181029.87+035039.2,gls_1band,science,RRab,RRab,True,chen,0.7010193,1.4264942491597592,True,1.4265954332552693,0.7009695788231673,exact,True,0.00010118409551007623,0.2765008529315026,7.093200380560678e-05,2732.651327638421,7.318501170960187e-05,5.000272029512282,1013,r,14.0948219,13.7396946,1473,0.7010193,0.7009706573969701,gaia_dr3_pf
chen_f486_ZTFJ181029.87+035039.2,ftp_1band,science,RRab,RRab,True,chen,0.7010193,1.4264942491597592,True,1.4265954332552693,0.7009695788231673,exact,True,0.00010118409551007623,0.2765008529315026,7.093200380560678e-05,2732.651327638421,7.318501170960187e-05,5.000272029512282,1013,r,14.0948219,13.7396946,1473,0.7010193,0.7009706573969701,gaia_dr3_pf
chen_f486_ZTFJ181029.87+035039.2,mbls_h1,science,RRab,RRab,True,chen,0.7010193,1.4264942491597592,True,1.4265954332552693,0.7009695788231673,exact,True,0.00010118409551007623,0.2765008529315026,7.093200380560678e-05,2732.651327638421,7.318501170960187e-05,4.974713601444578,1473,g+r,14.0948219,13.7396946,1473,0.7010193,0.7009706573969701,gaia_dr3_pf
chen_f486_ZTFJ181029.87+035039.2,mhls_h8,science,RRab,RRab,True,chen,0.7010193,1.4264942491597592,True,1.4265954332552693,0.7009695788231673,exact,True,0.00010118409551007623,0.2765008529315026,7.093200380560678e-05,2732.651327638421,7.318501170960187e-05,4.974713601444578,1473,g+r,14.0948219,13.7396946,1473,0.7010193,0.7009706573969701,gaia_dr3_pf
chen_f486_ZTFJ181029.87+035039.2,ce,science,RRab,RRab,True,chen,0.7010193,1.4264942491597592,True,1.4265954332552693,0.7009695788231673,exact,True,0.00010118409551007623,0.2765008529315026,7.093200380560678e-05,2732.651327638421,7.318501170960187e-05,4.974713601444578,1473,g+r,14.0948219,13.7396946,1473,0.7010193,0.7009706573969701,gaia_dr3_pf
chen_f486_ZTFJ181029.87+035039.2,ftp_mb,science,RRab,RRab,True,chen,0.7010193,1.4264942491597592,True,1.4265954332552693,0.7009695788231673,exact,True,0.00010118409551007623,0.2765008529315026,7.093200380560678e-05,2732.651327638421,7.318501170960187e-05,4.974713601444578,1473,g+r,14.0948219,13.7396946,1473,0.7010193,0.7009706573969701,gaia_dr3_pf
chen_f486_ZTFJ181046.84+015052.4,gls_1band,science,RRc,RRc,True,chen,0.2474538,4.041158389970168,True,4.041173029106333,0.2474529035994137,exact,True,1.4639136164618094e-05,0.04003278158602324,3.622509872652173e-06,2734.6409744299017,7.313149041977475e-05,5.000290761331351,1017,r,14.32007025,13.8513918,1473,0.2474538,0.2474528439193352,gaia_dr3_p1_o
chen_f486_ZTFJ181046.84+015052.4,ftp_1band,science,RRc,RRc,True,chen,0.2474538,4.041158389970168,True,4.041173029106333,0.2474529035994137,exact,True,1.4639136164618094e-05,0.04003278158602324,3.622509872652173e-06,2734.6409744299017,7.313149041977475e-05,5.000290761331351,1017,r,14.32007025,13.8513918,1473,0.2474538,0.2474528439193352,gaia_dr3_p1_o
chen_f486_ZTFJ181046.84+015052.4,mbls_h1,science,RRc,RRc,True,chen,0.2474538,4.041158389970168,True,4.041173029106333,0.2474529035994137,exact,True,1.4639136164618094e-05,0.04003278158602324,3.622509872652173e-06,2734.6409744299017,7.313149041977475e-05,4.978354364948723,1473,g+r,14.32007025,13.8513918,1473,0.2474538,0.2474528439193352,gaia_dr3_p1_o
chen_f486_ZTFJ181046.84+015052.4,mhls_h8,science,RRc,RRc,True,chen,0.2474538,4.041158389970168,True,4.041173029106333,0.2474529035994137,exact,True,1.4639136164618094e-05,0.04003278158602324,3.622509872652173e-06,2734.6409744299017,7.313149041977475e-05,4.978354364948723,1473,g+r,14.32007025,13.8513918,1473,0.2474538,0.2474528439193352,gaia_dr3_p1_o
chen_f486_ZTFJ181046.84+015052.4,ce,science,RRc,RRc,True,chen,0.2474538,4.041158389970168,True,4.041173029106333,0.2474529035994137,exact,True,1.4639136164618094e-05,0.04003278158602324,3.622509872652173e-06,2734.6409744299017,7.313149041977475e-05,4.978354364948723,1473,g+r,14.32007025,13.8513918,1473,0.2474538,0.2474528439193352,gaia_dr3_p1_o
chen_f486_ZTFJ181046.84+015052.4,ftp_mb,science,RRc,RRc,True,chen,0.2474538,4.041158389970168,True,4.041173029106333,0.2474529035994137,exact,True,1.4639136164618094e-05,0.04003278158602324,3.622509872652173e-06,2734.6409744299017,7.313149041977475e-05,4.978354364948723,1473,g+r,14.32007025,13.8513918,1473,0.2474538,0.2474528439193352,gaia_dr3_p1_o
chen_f486_ZTFJ181112.81+065353.3,gls_1band,science,RRab,RRab,False,chen,0.8125219,1.2307360576988755,True,1.2306742226097065,0.8125627250723183,exact,True,6.183508916901559e-05,0.17020812755234926,5.024236413827797e-05,2752.6139258425683,7.265329845975008e-05,5.000337995379018,1035,r,14.98871275,14.4617386,1511,0.8125219,0.8125366743453206,gaia_dr3_pf
chen_f486_ZTFJ181112.81+065353.3,ftp_1band,science,RRab,RRab,False,chen,0.8125219,1.2307360576988755,True,1.2306742226097065,0.8125627250723183,exact,True,6.183508916901559e-05,0.17020812755234926,5.024236413827797e-05,2752.6139258425683,7.265329845975008e-05,5.000337995379018,1035,r,14.98871275,14.4617386,1511,0.8125219,0.8125366743453206,gaia_dr3_pf
chen_f486_ZTFJ181112.81+065353.3,mbls_h1,science,RRab,RRab,False,chen,0.8125219,1.2307360576988755,True,1.2306742226097065,0.8125627250723183,exact,True,6.183508916901559e-05,0.17020812755234926,5.024236413827797e-05,2752.6139258425683,7.265329845975008e-05,4.978581932320261,1511,g+r,14.98871275,14.4617386,1511,0.8125219,0.8125366743453206,gaia_dr3_pf
chen_f486_ZTFJ181112.81+065353.3,mhls_h8,science,RRab,RRab,False,chen,0.8125219,1.2307360576988755,True,1.2306742226097065,0.8125627250723183,exact,True,6.183508916901559e-05,0.17020812755234926,5.024236413827797e-05,2752.6139258425683,7.265329845975008e-05,4.978581932320261,1511,g+r,14.98871275,14.4617386,1511,0.8125219,0.8125366743453206,gaia_dr3_pf
chen_f486_ZTFJ181112.81+065353.3,ce,science,RRab,RRab,False,chen,0.8125219,1.2307360576988755,True,1.2306742226097065,0.8125627250723183,exact,True,6.183508916901559e-05,0.17020812755234926,5.024236413827797e-05,2752.6139258425683,7.265329845975008e-05,4.978581932320261,1511,g+r,14.98871275,14.4617386,1511,0.8125219,0.8125366743453206,gaia_dr3_pf
chen_f486_ZTFJ181112.81+065353.3,ftp_mb,science,RRab,RRab,False,chen,0.8125219,1.2307360576988755,True,1.2306742226097065,0.8125627250723183,exact,True,6.183508916901559e-05,0.17020812755234926,5.024236413827797e-05,2752.6139258425683,7.265329845975008e-05,4.978581932320261,1511,g+r,14.98871275,14.4617386,1511,0.8125219,0.8125366743453206,gaia_dr3_pf
chen_f486_ZTFJ181122.94+034339.3,gls_1band,science,RRab,,False,chen,0.5650783,1.7696662568709502,True,1.769686768149883,0.5650717505479509,exact,True,2.0511278932655586e-05,0.05605017445227914,1.1590478630090833e-05,2732.6513688545674,7.318501170960187e-05,5.000271954093974,1012,r,15.2594018,14.42547705,1472,0.5650783,nan,
chen_f486_ZTFJ181122.94+034339.3,ftp_1band,science,RRab,,False,chen,0.5650783,1.7696662568709502,True,1.769686768149883,0.5650717505479509,exact,True,2.0511278932655586e-05,0.05605017445227914,1.1590478630090833e-05,2732.6513688545674,7.318501170960187e-05,5.000271954093974,1012,r,15.2594018,14.42547705,1472,0.5650783,nan,
chen_f486_ZTFJ181122.94+034339.3,mbls_h1,science,RRab,,False,chen,0.5650783,1.7696662568709502,True,1.769686768149883,0.5650717505479509,exact,True,2.0511278932655586e-05,0.05605017445227914,1.1590478630090833e-05,2732.6513688545674,7.318501170960187e-05,4.974713524039931,1472,g+r,15.2594018,14.42547705,1472,0.5650783,nan,
chen_f486_ZTFJ181122.94+034339.3,mhls_h8,science,RRab,,False,chen,0.5650783,1.7696662568709502,True,1.769686768149883,0.5650717505479509,exact,True,2.0511278932655586e-05,0.05605017445227914,1.1590478630090833e-05,2732.6513688545674,7.318501170960187e-05,4.974713524039931,1472,g+r,15.2594018,14.42547705,1472,0.5650783,nan,
chen_f486_ZTFJ181122.94+034339.3,ce,science,RRab,,False,chen,0.5650783,1.7696662568709502,True,1.769686768149883,0.5650717505479509,exact,True,2.0511278932655586e-05,0.05605017445227914,1.1590478630090833e-05,2732.6513688545674,7.318501170960187e-05,4.974713524039931,1472,g+r,15.2594018,14.42547705,1472,0.5650783,nan,
chen_f486_ZTFJ181122.94+034339.3,ftp_mb,science,RRab,,False,chen,0.5650783,1.7696662568709502,True,1.769686768149883,0.5650717505479509,exact,True,2.0511278932655586e-05,0.05605017445227914,1.1590478630090833e-05,2732.6513688545674,7.318501170960187e-05,4.974713524039931,1472,g+r,15.2594018,14.42547705,1472,0.5650783,nan,
chen_f486_ZTFJ181244.45+041935.6,gls_1band,science,RRab,RRab,False,chen,0.5220891,1.9153818763885322,True,1.9153249414519906,0.5221046196171335,exact,True,5.6934936541575e-05,0.15558333678263944,2.9725109777548004e-05,2732.65144800907,7.318501170960187e-05,5.0002718092551435,1013,r,14.8662314,14.5124111,1473,0.5220891,0.5220497260175969,gaia_dr3_pf
chen_f486_ZTFJ181244.45+041935.6,ftp_1band,science,RRab,RRab,False,chen,0.5220891,1.9153818763885322,True,1.9153249414519906,0.5221046196171335,exact,True,5.6934936541575e-05,0.15558333678263944,2.9725109777548004e-05,2732.65144800907,7.318501170960187e-05,5.0002718092551435,1013,r,14.8662314,14.5124111,1473,0.5220891,0.5220497260175969,gaia_dr3_pf
chen_f486_ZTFJ181244.45+041935.6,mbls_h1,science,RRab,RRab,False,chen,0.5220891,1.9153818763885322,True,1.9153249414519906,0.5221046196171335,exact,True,5.6934936541575e-05,0.15558333678263944,2.9725109777548004e-05,2732.65144800907,7.318501170960187e-05,4.974713387492568,1473,g+r,14.8662314,14.5124111,1473,0.5220891,0.5220497260175969,gaia_dr3_pf
chen_f486_ZTFJ181244.45+041935.6,mhls_h8,science,RRab,RRab,False,chen,0.5220891,1.9153818763885322,True,1.9153249414519906,0.5221046196171335,exact,True,5.6934936541575e-05,0.15558333678263944,2.9725109777548004e-05,2732.65144800907,7.318501170960187e-05,4.974713387492568,1473,g+r,14.8662314,14.5124111,1473,0.5220891,0.5220497260175969,gaia_dr3_pf
chen_f486_ZTFJ181244.45+041935.6,ce,science,RRab,RRab,False,chen,0.5220891,1.9153818763885322,True,1.9153249414519906,0.5221046196171335,exact,True,5.6934936541575e-05,0.15558333678263944,2.9725109777548004e-05,2732.65144800907,7.318501170960187e-05,4.974713387492568,1473,g+r,14.8662314,14.5124111,1473,0.5220891,0.5220497260175969,gaia_dr3_pf
chen_f486_ZTFJ181244.45+041935.6,ftp_mb,science,RRab,RRab,False,chen,0.5220891,1.9153818763885322,True,1.9153249414519906,0.5221046196171335,exact,True,5.6934936541575e-05,0.15558333678263944,2.9725109777548004e-05,2732.65144800907,7.318501170960187e-05,4.974713387492568,1473,g+r,14.8662314,14.5124111,1473,0.5220891,0.5220497260175969,gaia_dr3_pf
chen_f486_ZTFJ181511.71+064702.4,gls_1band,science,RRab,RRab,True,chen,0.6145806,1.6271258806412046,True,1.6271432723045627,0.6145740310769781,exact,True,1.739166335812392e-05,0.04787253791829889,1.0688578901633815e-05,2752.614107835572,7.265329845975008e-05,5.000337664774547,1028,r,13.61330845,13.19430255,1506,0.6145806,0.6145600232552472,gaia_dr3_pf
chen_f486_ZTFJ181511.71+064702.4,ftp_1band,science,RRab,RRab,True,chen,0.6145806,1.6271258806412046,True,1.6271432723045627,0.6145740310769781,exact,True,1.739166335812392e-05,0.04787253791829889,1.0688578901633815e-05,2752.614107835572,7.265329845975008e-05,5.000337664774547,1028,r,13.61330845,13.19430255,1506,0.6145806,0.6145600232552472,gaia_dr3_pf
chen_f486_ZTFJ181511.71+064702.4,mbls_h1,science,RRab,RRab,True,chen,0.6145806,1.6271258806412046,True,1.6271432723045627,0.6145740310769781,exact,True,1.739166335812392e-05,0.04787253791829889,1.0688578901633815e-05,2752.614107835572,7.265329845975008e-05,4.9785815970653085,1506,g+r,13.61330845,13.19430255,1506,0.6145806,0.6145600232552472,gaia_dr3_pf
chen_f486_ZTFJ181511.71+064702.4,mhls_h8,science,RRab,RRab,True,chen,0.6145806,1.6271258806412046,True,1.6271432723045627,0.6145740310769781,exact,True,1.739166335812392e-05,0.04787253791829889,1.0688578901633815e-05,2752.614107835572,7.265329845975008e-05,4.9785815970653085,1506,g+r,13.61330845,13.19430255,1506,0.6145806,0.6145600232552472,gaia_dr3_pf
chen_f486_ZTFJ181511.71+064702.4,ce,science,RRab,RRab,True,chen,0.6145806,1.6271258806412046,True,1.6271432723045627,0.6145740310769781,exact,True,1.739166335812392e-05,0.04787253791829889,1.0688578901633815e-05,2752.614107835572,7.265329845975008e-05,4.9785815970653085,1506,g+r,13.61330845,13.19430255,1506,0.6145806,0.6145600232552472,gaia_dr3_pf
chen_f486_ZTFJ181511.71+064702.4,ftp_mb,science,RRab,RRab,True,chen,0.6145806,1.6271258806412046,True,1.6271432723045627,0.6145740310769781,exact,True,1.739166335812392e-05,0.04787253791829889,1.0688578901633815e-05,2752.614107835572,7.265329845975008e-05,4.9785815970653085,1506,g+r,13.61330845,13.19430255,1506,0.6145806,0.6145600232552472,gaia_dr3_pf
chen_f486_ZTFJ181547.86+061841.2,gls_1band,science,RRab,RRab,False,chen,0.7726473,1.2942515944856081,True,1.2942458587619878,0.7726507241495453,exact,True,5.735723620281519e-06,0.015788233815941334,4.43169136875674e-06,2752.6141183152795,7.265329845975008e-05,5.000337645737344,982,r,14.9328222,14.4250078,1457,0.7726473,0.7726683606411148,gaia_dr3_pf
chen_f486_ZTFJ181547.86+061841.2,ftp_1band,science,RRab,RRab,False,chen,0.7726473,1.2942515944856081,True,1.2942458587619878,0.7726507241495453,exact,True,5.735723620281519e-06,0.015788233815941334,4.43169136875674e-06,2752.6141183152795,7.265329845975008e-05,5.000337645737344,982,r,14.9328222,14.4250078,1457,0.7726473,0.7726683606411148,gaia_dr3_pf
chen_f486_ZTFJ181547.86+061841.2,mbls_h1,science,RRab,RRab,False,chen,0.7726473,1.2942515944856081,True,1.2942458587619878,0.7726507241495453,exact,True,5.735723620281519e-06,0.015788233815941334,4.43169136875674e-06,2752.6141183152795,7.265329845975008e-05,4.97858156877548,1457,g+r,14.9328222,14.4250078,1457,0.7726473,0.7726683606411148,gaia_dr3_pf
chen_f486_ZTFJ181547.86+061841.2,mhls_h8,science,RRab,RRab,False,chen,0.7726473,1.2942515944856081,True,1.2942458587619878,0.7726507241495453,exact,True,5.735723620281519e-06,0.015788233815941334,4.43169136875674e-06,2752.6141183152795,7.265329845975008e-05,4.97858156877548,1457,g+r,14.9328222,14.4250078,1457,0.7726473,0.7726683606411148,gaia_dr3_pf
chen_f486_ZTFJ181547.86+061841.2,ce,science,RRab,RRab,False,chen,0.7726473,1.2942515944856081,True,1.2942458587619878,0.7726507241495453,exact,True,5.735723620281519e-06,0.015788233815941334,4.43169136875674e-06,2752.6141183152795,7.265329845975008e-05,4.97858156877548,1457,g+r,14.9328222,14.4250078,1457,0.7726473,0.7726683606411148,gaia_dr3_pf
chen_f486_ZTFJ181547.86+061841.2,ftp_mb,science,RRab,RRab,False,chen,0.7726473,1.2942515944856081,True,1.2942458587619878,0.7726507241495453,exact,True,5.735723620281519e-06,0.015788233815941334,4.43169136875674e-06,2752.6141183152795,7.265329845975008e-05,4.97858156877548,1457,g+r,14.9328222,14.4250078,1457,0.7726473,0.7726683606411148,gaia_dr3_pf
chen_f486_ZTFJ181624.38+013246.2,gls_1band,science,RRab,RRab,True,chen,0.4520293,2.212245976090488,True,2.212309718969555,0.45201627576168585,exact,True,6.374287906707465e-05,0.1741870788531005,2.881364900467441e-05,2732.651574614458,7.318501170960187e-05,5.000271577589548,1007,r,15.0327234,14.0465736,1444,0.4520293,0.45200840109402585,gaia_dr3_pf
